country_old,country,region_old,region,adm1_old,adm1,adm2_old,adm2
Niger,Niger,NA,NA,Tillaberi,Tillaberi,Torodi,Torodi
Niger,Niger,NA,NA,Tillaberi,Tillaberi,Kollo,Kollo
Niger,Niger,NA,NA,Tillaberi,Tillaberi,Balleyara,Balleyara
Niger,Niger,NA,NA,Tillaberi,Tillaberi,Ayerou,Ayerou
Niger,Niger,NA,NA,Zinder,Zinder,Damagaram Takaya,Damagaram Takaya
Niger,Niger,NA,NA,Zinder,Zinder,Dungass,Dungass
Niger,Niger,NA,NA,Zinder,Zinder,Goure,Goure
Niger,Niger,NA,NA,Zinder,Zinder,Kantché,Kantche
Niger,Niger,NA,NA,Zinder,Zinder,Magaria,Magaria
Niger,Niger,NA,NA,Zinder,Zinder,Mirriah,Mirriah
Niger,Niger,NA,NA,Zinder,Zinder,Takieta,Takieta
Niger,Niger,NA,NA,Zinder,Zinder,Tanout,Tanout
Niger,Niger,NA,NA,Zinder,Zinder,Tarka,Tarka
Niger,Niger,NA,NA,Zinder,Zinder,Tasker,Tasker
Niger,Niger,NA,NA,Agadez,Agadez,Tchiro,Tchiro
Niger,Niger,NA,NA,Agadez,Agadez,Ingal,Ingal
Niger,Niger,NA,NA,Dosso,Dosso,Dioundjou,Dioundjou
Niger,Niger,NA,NA,Tillabéri,Tillaberi,Abala,Abala
Niger,Niger,NA,NA,Tillabéri,Tillaberi,Ayerou,Ayerou
Niger,Niger,NA,NA,Tillabéri,Tillaberi,Balleyayra,Balleyayra
Niger,Niger,NA,NA,Tillabéri,Tillaberi,banibangou,Banibangou
Niger,Niger,NA,NA,Tillabéri,Tillaberi,bankilaré,Bankilare
Niger,Niger,NA,NA,Tillabéri,Tillaberi,fillingué,Fillingue
Niger,Niger,NA,NA,Tillabéri,Tillaberi,Gothey,Gothey
Niger,Niger,NA,NA,Tillabéri,Tillaberi,kollo,Kollo
Niger,Niger,NA,NA,Tillabéri,Tillaberi,ouallam,Ouallam
Niger,Niger,NA,NA,Tillabéri,Tillaberi,say,Say
Niger,Niger,NA,NA,Tillabéri,Tillaberi,tera,Tera
Niger,Niger,NA,NA,Tillabéri,Tillaberi,tillaberi,Tillaberi
Niger,Niger,NA,NA,Tillabéri,Tillaberi,torodi,Torodi
Niger,Niger,NA,NA,Tahoua,Tahoua,Illéla,Illela
Niger,Niger,NA,NA,Tahoua,Tahoua,KEITA,Keita
Niger,Niger,NA,NA,Tahoua,Tahoua,Tchinta,Tchinta
Niger,Niger,NA,NA,Maradi,Maradi,Aguié,Aguie
Niger,Niger,NA,NA,Maradi,Maradi,Guidan Roumdji,Guidan Roumdji
Niger,Niger,NA,NA,Zinder,Zinder,Doungass,Doungass
Niger,Niger,NA,NA,Zinder,Zinder,Gouré,Goure
Niger,Niger,NA,NA,Zinder,Zinder,Takeita,Takeita
Niger,Niger,NA,NA,Zinder,Zinder,Belbédji,Belbedji
Niger,Niger,NA,NA,Zinder,Zinder,Tesker,Tesker
Niger,Niger,NA,NA,Niamey,Niamey,NA,NA
Niger,Niger,NA,NA,Tillab�ri,NA,Abala,Abala
Niger,Niger,NA,NA,Tillab�ri,NA,Ayerou,Ayerou
Niger,Niger,NA,NA,Tillab�ri,NA,Balleyayra,Balleyayra
Niger,Niger,NA,NA,Tillab�ri,NA,banibangou,Banibangou
Niger,Niger,NA,NA,Tillab�ri,NA,bankilar�,NA
Niger,Niger,NA,NA,Tillab�ri,NA,fillingu�,NA
Niger,Niger,NA,NA,Tillab�ri,NA,Gothey,Gothey
Niger,Niger,NA,NA,Tillab�ri,NA,kollo,Kollo
Niger,Niger,NA,NA,Tillab�ri,NA,ouallam,Ouallam
Niger,Niger,NA,NA,Tillab�ri,NA,say,Say
Niger,Niger,NA,NA,Tillab�ri,NA,tera,Tera
Niger,Niger,NA,NA,Tillab�ri,NA,tillaberi,Tillaberi
Niger,Niger,NA,NA,Tillab�ri,NA,torodi,Torodi
Niger,Niger,NA,NA,Tahoua,Tahoua,Koni,Koni
Niger,Niger,NA,NA,Tahoua,Tahoua,ILLELA,Illela
Niger,Niger,NA,NA,Maradi,Maradi,Agui�,NA
Niger,Niger,NA,NA,Zinder,Zinder,Kantch�,NA
Niger,Niger,NA,NA,Zinder,Zinder,Gour�,NA
Niger,Niger,NA,NA,Zinder,Zinder,Belb�dji,NA
Niger,Niger,NA,NA,Agadez,Agadez,Agadez Com,Agadez Com
Niger,Niger,NA,NA,Diffa,Diffa,N'Guigmi,N'guigmi
Niger,Niger,NA,NA,Diffa,Diffa,Dffa Dep,Dffa Dep
Niger,Niger,NA,NA,Diffa,Diffa,Diffa com,Diffa Com
Niger,Niger,NA,NA,Dosso,Dosso,Dosso Département,Dosso Departement
Niger,Niger,NA,NA,Dosso,Dosso,Dosso CU,Dosso Cu
Niger,Niger,NA,NA,Tahoua,Tahoua,Tahoua dép,Tahoua Dep
Niger,Niger,NA,NA,Tahoua,Tahoua,Tahoua ville,Tahoua Ville
Niger,Niger,NA,NA,Maradi,Maradi,AGUIE,Aguie
Niger,Niger,NA,NA,Maradi,Maradi,BERMO,Bermo
Niger,Niger,NA,NA,Maradi,Maradi,DAKORO,Dakoro
Niger,Niger,NA,NA,Maradi,Maradi,GAZAOUA,Gazaoua
Niger,Niger,NA,NA,Maradi,Maradi,MADAROUNFA,Madarounfa
Niger,Niger,NA,NA,Maradi,Maradi,TESSAOUA,Tessaoua
Niger,Niger,NA,NA,Maradi,Maradi,VILLE MARADI,Ville Maradi
Niger,Niger,NA,NA,Tillaberi,Tillaberi,Tillaberi département,Tillaberi Departement
Niger,Niger,NA,NA,Tillaberi,Tillaberi,Tillaberi commune,Tillaberi Commune
Niger,Niger,NA,NA,Zinder,Zinder,BELBEDJI,Belbedji
Niger,Niger,NA,NA,Zinder,Zinder,DAMAGARAM TAKAYA,Damagaram Takaya
Niger,Niger,NA,NA,Zinder,Zinder,DUNGASS,Dungass
Niger,Niger,NA,NA,Zinder,Zinder,GOURE,Goure
Niger,Niger,NA,NA,Zinder,Zinder,KANTCHE,Kantche
Niger,Niger,NA,NA,Zinder,Zinder,MAGARIA,Magaria
Niger,Niger,NA,NA,Zinder,Zinder,MIRRIAH,Mirriah
Niger,Niger,NA,NA,Zinder,Zinder,TAKIETA,Takieta
Niger,Niger,NA,NA,Zinder,Zinder,TANOUT,Tanout
Niger,Niger,NA,NA,Zinder,Zinder,VILLE DE ZINDER,Ville De Zinder
Niger,Niger,NA,NA,Niamey,Niamey,ACNY I,Acny I
Niger,Niger,NA,NA,Niamey,Niamey,ACNY II,Acny Ii
Niger,Niger,NA,NA,Niamey,Niamey,ACNY III,Acny Iii
Niger,Niger,NA,NA,Niamey,Niamey,ACNY IV,Acny Iv
Niger,Niger,NA,NA,Niamey,Niamey,ACNY V,Acny V
Niger,Niger,NA,NA,Tillaberi,Tillaberi,Banibangou,Banibangou
Niger,Niger,NA,NA,Diffa,Diffa,Maine soroa,Maine Soroa
Niger,Niger,NA,NA,Diffa,Diffa,NGourti,Ngourti
Niger,Niger,NA,NA,Diffa,Diffa,NGuigmi,Nguigmi
Niger,Niger,NA,NA,Tillaberi,Tillaberi,Bani bangou,Bani Bangou
Niger,Niger,NA,NA,Zinder,Zinder,KANTCHé,Kantche
Niger,Niger,NA,NA,Zinder,Zinder,TASKER,Tasker
Niger,Niger,NA,NA,Agadez,Agadez,In-gall,In-Gall
Niger,Niger,NA,NA,Dosso,Dosso,doutchi,Doutchi
Nigeria,Nigeria,NA,NA,Adamawa,Adamawa,NA,NA
Nigeria,Nigeria,NA,NA,Borno,Borno,NA,NA
Nigeria,Nigeria,NA,NA,Jigawa,Jigawa,NA,NA
Nigeria,Nigeria,NA,NA,Katsina,Katsina,Sahel,Sahel
Nigeria,Nigeria,NA,NA,Katsina,Katsina,Sudan,Sudan
Nigeria,Nigeria,NA,NA,Katsina,Katsina,Northern Guinea,Northern Guinea
Nigeria,Nigeria,NA,NA,Kano,Kano,Z1-Northern-FRWV,Z1-Northern-Frwv
Nigeria,Nigeria,NA,NA,Kano,Kano,Z2-Central-MSC,Z2-Central-Msc
Nigeria,Nigeria,NA,NA,Kano,Kano,Z3-Sahel-MCL,Z3-Sahel-Mcl
Nigeria,Nigeria,NA,NA,Sokoto,Sokoto,East,East
Nigeria,Nigeria,NA,NA,Sokoto,Sokoto,Central,Central
Nigeria,Nigeria,NA,NA,Sokoto,Sokoto,South,South
Nigeria,Nigeria,NA,NA,Yobe,Yobe,NA,NA
Nigeria,Nigeria,NA,NA,Zamfara,Zamfara,Central Zone,Central Zone
Nigeria,Nigeria,NA,NA,Zamfara,Zamfara,Northern Zone,Northern Zone
Nigeria,Nigeria,NA,NA,Zamfara,Zamfara,Western Zone,Western Zone
Nigeria,Nigeria,NA,NA,Adamawa,Adamawa,Madagali,Madagali
Nigeria,Nigeria,NA,NA,Adamawa,Adamawa,Michika,Michika
Nigeria,Nigeria,NA,NA,Adamawa,Adamawa,Mubi North,Mubi North
Nigeria,Nigeria,NA,NA,Adamawa,Adamawa,Mubi South,Mubi South
Nigeria,Nigeria,NA,NA,Adamawa,Adamawa,Maiha,Maiha
Nigeria,Nigeria,NA,NA,Adamawa,Adamawa,Gombi,Gombi
Nigeria,Nigeria,NA,NA,Adamawa,Adamawa,Hong,Hong
Nigeria,Nigeria,NA,NA,Adamawa,Adamawa,Song,Song
Nigeria,Nigeria,NA,NA,Adamawa,Adamawa,Gireri,Gireri
Nigeria,Nigeria,NA,NA,Adamawa,Adamawa,Yola North,Yola North
Nigeria,Nigeria,NA,NA,Adamawa,Adamawa,Yola South,Yola South
Nigeria,Nigeria,NA,NA,Adamawa,Adamawa,Fufore,Fufore
Nigeria,Nigeria,NA,NA,Adamawa,Adamawa,Guyuk,Guyuk
Nigeria,Nigeria,NA,NA,Adamawa,Adamawa,Shelleng,Shelleng
Nigeria,Nigeria,NA,NA,Adamawa,Adamawa,Ganaye,Ganaye
Nigeria,Nigeria,NA,NA,Adamawa,Adamawa,Demsa,Demsa
Nigeria,Nigeria,NA,NA,Adamawa,Adamawa,Lamurde,Lamurde
Nigeria,Nigeria,NA,NA,Adamawa,Adamawa,Mayo-Belwa,Mayo-Belwa
Nigeria,Nigeria,NA,NA,Adamawa,Adamawa,Toungo,Toungo
Nigeria,Nigeria,NA,NA,Adamawa,Adamawa,Numan,Numan
Nigeria,Nigeria,NA,NA,Adamawa,Adamawa,Jada,Jada
Nigeria,Nigeria,NA,NA,Bauchi,Bauchi,Central,Central
Nigeria,Nigeria,NA,NA,Bauchi,Bauchi,Northern,Northern
Nigeria,Nigeria,NA,NA,Bauchi,Bauchi,Southern,Southern
Nigeria,Nigeria,NA,NA,Benue,Benue,Central,Central
Nigeria,Nigeria,NA,NA,Benue,Benue,North,North
Nigeria,Nigeria,NA,NA,Benue,Benue,South,South
Nigeria,Nigeria,NA,NA,Borno,Borno,ABADAM,Abadam
Nigeria,Nigeria,NA,NA,Borno,Borno,Gubio,Gubio
Nigeria,Nigeria,NA,NA,Borno,Borno,Guzamala,Guzamala
Nigeria,Nigeria,NA,NA,Borno,Borno,Kukawa,Kukawa
Nigeria,Nigeria,NA,NA,Borno,Borno,Magumeri,Magumeri
Nigeria,Nigeria,NA,NA,Borno,Borno,Marte,Marte
Nigeria,Nigeria,NA,NA,Borno,Borno,Mobbar,Mobbar
Nigeria,Nigeria,NA,NA,Borno,Borno,Nganzai,Nganzai
Nigeria,Nigeria,NA,NA,Borno,Borno,Monguno,Monguno
Nigeria,Nigeria,NA,NA,Borno,Borno,Dikwa,Dikwa
Nigeria,Nigeria,NA,NA,Borno,Borno,Jere,Jere
Nigeria,Nigeria,NA,NA,Borno,Borno,Kala/Balge,Kala/Balge
Nigeria,Nigeria,NA,NA,Borno,Borno,Mafa,Mafa
Nigeria,Nigeria,NA,NA,Borno,Borno,Maiduguri,Maiduguri
Nigeria,Nigeria,NA,NA,Borno,Borno,Ngala,Ngala
Nigeria,Nigeria,NA,NA,Borno,Borno,Konduga,Konduga
Nigeria,Nigeria,NA,NA,Borno,Borno,Bama,Bama
Nigeria,Nigeria,NA,NA,Borno,Borno,Kaga,Kaga
Nigeria,Nigeria,NA,NA,Borno,Borno,Askira/Uba,Askira/Uba
Nigeria,Nigeria,NA,NA,Borno,Borno,Bayo,Bayo
Nigeria,Nigeria,NA,NA,Borno,Borno,Biu,Biu
Nigeria,Nigeria,NA,NA,Borno,Borno,Chibok,Chibok
Nigeria,Nigeria,NA,NA,Borno,Borno,Damboa,Damboa
Nigeria,Nigeria,NA,NA,Borno,Borno,Gwoza,Gwoza
Nigeria,Nigeria,NA,NA,Borno,Borno,Hawul,Hawul
Nigeria,Nigeria,NA,NA,Borno,Borno,Kwaya Kusar,Kwaya Kusar
Nigeria,Nigeria,NA,NA,Borno,Borno,Shani,Shani
Nigeria,Nigeria,NA,NA,Gombe,Gombe,Central,Central
Nigeria,Nigeria,NA,NA,Gombe,Gombe,North,North
Nigeria,Nigeria,NA,NA,Gombe,Gombe,South,South
Nigeria,Nigeria,NA,NA,Jigawa,Jigawa,North East,North East
Nigeria,Nigeria,NA,NA,Jigawa,Jigawa,North South,North South
Nigeria,Nigeria,NA,NA,Jigawa,Jigawa,North West,North West
Nigeria,Nigeria,NA,NA,Kaduna,Kaduna,Northern,Northern
Nigeria,Nigeria,NA,NA,Kaduna,Kaduna,Central,Central
Nigeria,Nigeria,NA,NA,Kaduna,Kaduna,Southern,Southern
Nigeria,Nigeria,NA,NA,Kano,Kano,Central (Zone 1),Central (Zone 1)
Nigeria,Nigeria,NA,NA,Kano,Kano,Northern (Zone 2),Northern (Zone 2)
Nigeria,Nigeria,NA,NA,Kano,Kano,Southern (Zone 3),Southern (Zone 3)
Nigeria,Nigeria,NA,NA,Katsina,Katsina,Northern - Sahel,Northern - Sahel
Nigeria,Nigeria,NA,NA,Katsina,Katsina,Central - Sudan,Central - Sudan
Nigeria,Nigeria,NA,NA,Katsina,Katsina,Southern - Guinea,Southern - Guinea
Nigeria,Nigeria,NA,NA,Kebbi,Kebbi,CENTRAL,Central
Nigeria,Nigeria,NA,NA,Kebbi,Kebbi,Northern,Northern
Nigeria,Nigeria,NA,NA,Kebbi,Kebbi,Southern,Southern
Nigeria,Nigeria,NA,NA,Niger,Niger,Southern,Southern
Nigeria,Nigeria,NA,NA,Niger,Niger,Eastern,Eastern
Nigeria,Nigeria,NA,NA,Niger,Niger,Northern,Northern
Nigeria,Nigeria,NA,NA,Plateau,Plateau,NORTHERN ZONE,Northern Zone
Nigeria,Nigeria,NA,NA,Plateau,Plateau,CENTRAL ZONE,Central Zone
Nigeria,Nigeria,NA,NA,Plateau,Plateau,Southern Zone,Southern Zone
Nigeria,Nigeria,NA,NA,Sokoto,Sokoto,CENTRAL,Central
Nigeria,Nigeria,NA,NA,Sokoto,Sokoto,Southern,Southern
Nigeria,Nigeria,NA,NA,Taraba,Taraba,CENTRAL,Central
Nigeria,Nigeria,NA,NA,Taraba,Taraba,Northern,Northern
Nigeria,Nigeria,NA,NA,Taraba,Taraba,Southern,Southern
Nigeria,Nigeria,NA,NA,Yobe,Yobe,Bursari,Bursari
Nigeria,Nigeria,NA,NA,Yobe,Yobe,Damaturu,Damaturu
Nigeria,Nigeria,NA,NA,Yobe,Yobe,Geidam,Geidam
Nigeria,Nigeria,NA,NA,Yobe,Yobe,Gujba,Gujba
Nigeria,Nigeria,NA,NA,Yobe,Yobe,Gulani,Gulani
Nigeria,Nigeria,NA,NA,Yobe,Yobe,Tarmua,Tarmua
Nigeria,Nigeria,NA,NA,Yobe,Yobe,Yunusari,Yunusari
Nigeria,Nigeria,NA,NA,Yobe,Yobe,Bade,Bade
Nigeria,Nigeria,NA,NA,Yobe,Yobe,Jakusko,Jakusko
Nigeria,Nigeria,NA,NA,Yobe,Yobe,Karasuwa,Karasuwa
Nigeria,Nigeria,NA,NA,Yobe,Yobe,Machina,Machina
Nigeria,Nigeria,NA,NA,Yobe,Yobe,Yusufari,Yusufari
Nigeria,Nigeria,NA,NA,Yobe,Yobe,Nangere,Nangere
Nigeria,Nigeria,NA,NA,Yobe,Yobe,Fune,Fune
Nigeria,Nigeria,NA,NA,Yobe,Yobe,Fika,Fika
Nigeria,Nigeria,NA,NA,Yobe,Yobe,Nguru,Nguru
Nigeria,Nigeria,NA,NA,Yobe,Yobe,Potiskum,Potiskum
Nigeria,Nigeria,NA,NA,Kebbi,Kebbi,Central,Central
Nigeria,Nigeria,NA,NA,Plateau,Plateau,Northern,Northern
Nigeria,Nigeria,NA,NA,Plateau,Plateau,Central,Central
Nigeria,Nigeria,NA,NA,Plateau,Plateau,Southern,Southern
Nigeria,Nigeria,NA,NA,Taraba,Taraba,Central,Central
Nigeria,Nigeria,NA,NA,ADAMAWA,Adamawa,NA,NA
Nigeria,Nigeria,NA,NA,BAUCHI,Bauchi,NA,NA
Nigeria,Nigeria,NA,NA,BENUE,Benue,NA,NA
Nigeria,Nigeria,NA,NA,BORNO,Borno,NA,NA
Nigeria,Nigeria,NA,NA,Federal Capital Territory,Federal Capital Territory,NA,NA
Nigeria,Nigeria,NA,NA,GOMBE,Gombe,NA,NA
Nigeria,Nigeria,NA,NA,JIGAWA,Jigawa,NA,NA
Nigeria,Nigeria,NA,NA,KADUNA,Kaduna,NA,NA
Nigeria,Nigeria,NA,NA,KANO,Kano,NA,NA
Nigeria,Nigeria,NA,NA,KATSINA,Katsina,NA,NA
Nigeria,Nigeria,NA,NA,KEBBI,Kebbi,NA,NA
Nigeria,Nigeria,NA,NA,NIGER,Niger,NA,NA
Nigeria,Nigeria,NA,NA,PLATEAU,Plateau,NA,NA
Nigeria,Nigeria,NA,NA,SOKOTO,Sokoto,NA,NA
Nigeria,Nigeria,NA,NA,TARABA,Taraba,NA,NA
Nigeria,Nigeria,NA,NA,YOBE,Yobe,NA,NA
Nigeria,Nigeria,NA,NA,ZAMFARA,Zamfara,NA,NA
Nigeria,Nigeria,NA,NA,Katsina,Katsina,Zone 1,Zone 1
Nigeria,Nigeria,NA,NA,Katsina,Katsina,Zone 2,Zone 2
Nigeria,Nigeria,NA,NA,Katsina,Katsina,Zone 3,Zone 3
Nigeria,Nigeria,NA,NA,Kano,Kano,Sahel Savannah,Sahel Savannah
Nigeria,Nigeria,NA,NA,Kano,Kano,Sudan Savannah,Sudan Savannah
Nigeria,Nigeria,NA,NA,Kano,Kano,Northern Guinea,Northern Guinea
Nigeria,Nigeria,NA,NA,Adamawa,Adamawa,Northern,Northern
Nigeria,Nigeria,NA,NA,Adamawa,Adamawa,Central,Central
Nigeria,Nigeria,NA,NA,Adamawa,Adamawa,Southern,Southern
Nigeria,Nigeria,NA,NA,Borno,Borno,Central,Central
Nigeria,Nigeria,NA,NA,Borno,Borno,Northern,Northern
Nigeria,Nigeria,NA,NA,Borno,Borno,Southern,Southern
Nigeria,Nigeria,NA,NA,Jigawa,Jigawa,Eastern,Eastern
Nigeria,Nigeria,NA,NA,Jigawa,Jigawa,Southern,Southern
Nigeria,Nigeria,NA,NA,Jigawa,Jigawa,Western,Western
Nigeria,Nigeria,NA,NA,Kano,Kano,Central,Central
Nigeria,Nigeria,NA,NA,Kano,Kano,Northern,Northern
Nigeria,Nigeria,NA,NA,Kano,Kano,Southern,Southern
Nigeria,Nigeria,NA,NA,Katsina,Katsina,Sahel Savannah,Sahel Savannah
Nigeria,Nigeria,NA,NA,Katsina,Katsina,Sudan Savannah,Sudan Savannah
Nigeria,Nigeria,NA,NA,Yobe,Yobe,Eastern,Eastern
Nigeria,Nigeria,NA,NA,Yobe,Yobe,Southern,Southern
Nigeria,Nigeria,NA,NA,Yobe,Yobe,Northern,Northern
Nigeria,Nigeria,NA,NA,Zamfara,Zamfara,CENTRAL,Central
Nigeria,Nigeria,NA,NA,Zamfara,Zamfara,Northern,Northern
Nigeria,Nigeria,NA,NA,Zamfara,Zamfara,Western,Western
Nigeria,Nigeria,NA,NA,Borno,Borno,Abadam,Abadam
Nigeria,Nigeria,NA,NA,Federal Capital Territory,Federal Capital Territory,FCT,Fct
Nigeria,Nigeria,NA,NA,Katsina,Katsina,Northern,Northern
Nigeria,Nigeria,NA,NA,Katsina,Katsina,Central,Central
Nigeria,Nigeria,NA,NA,Katsina,Katsina,Southern,Southern
Nigeria,Nigeria,NA,NA,Kano,Kano,CENTRAL,Central
Nigeria,Nigeria,NA,NA,Kano,Kano,NORTHERN,Northern
Nigeria,Nigeria,NA,NA,Kano,Kano,SOUTHERN,Southern
Nigeria,Nigeria,NA,NA,Katsina,Katsina,NORTHERN,Northern
Nigeria,Nigeria,NA,NA,Katsina,Katsina,CENTRAL,Central
Nigeria,Nigeria,NA,NA,Katsina,Katsina,SOUTHERN,Southern
Nigeria,Nigeria,NA,NA,Kebbi,Kebbi,NORTHERN,Northern
Nigeria,Nigeria,NA,NA,Kebbi,Kebbi,SOUTHERN,Southern
Nigeria,Nigeria,NA,NA,Niger,Niger,SOUTHERN,Southern
Nigeria,Nigeria,NA,NA,Niger,Niger,EASTERN,Eastern
Nigeria,Nigeria,NA,NA,Niger,Niger,NORTHERN,Northern
Nigeria,Nigeria,NA,NA,Plateau,Plateau,NORTHERN,Northern
Nigeria,Nigeria,NA,NA,Plateau,Plateau,CENTRAL,Central
Nigeria,Nigeria,NA,NA,Plateau,Plateau,SOUTHERN,Southern
Nigeria,Nigeria,NA,NA,Sokoto,Sokoto,SOUTHERN,Southern
Nigeria,Nigeria,NA,NA,Taraba,Taraba,NORTHERN,Northern
Nigeria,Nigeria,NA,NA,Taraba,Taraba,SOUTHERN,Southern
Senegal,Senegal,NA,NA,Diourbel,Diourbel,Bambey,Bambey
Senegal,Senegal,NA,NA,Kaffrine,Kaffrine,Birkelane,Birkelane
Senegal,Senegal,NA,NA,Saint Louis,Saint Louis,Dagana,Dagana
Senegal,Senegal,NA,NA,Diourbel,Diourbel,Diourbel,Diourbel
Senegal,Senegal,NA,NA,Fatick,Fatick,Fatick,Fatick
Senegal,Senegal,NA,NA,Fatick,Fatick,Foundiougne,Foundiougne
Senegal,Senegal,NA,NA,Fatick,Fatick,Gossas,Gossas
Senegal,Senegal,NA,NA,Kaolack,Kaolack,Guinguineo,Guinguineo
Senegal,Senegal,NA,NA,Kaffrine,Kaffrine,Kaffrine,Kaffrine
Senegal,Senegal,NA,NA,Matam,Matam,Kanel,Kanel
Senegal,Senegal,NA,NA,Kaolack,Kaolack,Kaolack,Kaolack
Senegal,Senegal,NA,NA,Louga,Louga,Kebemer,Kebemer
Senegal,Senegal,NA,NA,Kedougou,Kedougou,Kedougou,Kedougou
Senegal,Senegal,NA,NA,Kolda,Kolda,Kolda,Kolda
Senegal,Senegal,NA,NA,Kaffrine,Kaffrine,Koungheul,Koungheul
Senegal,Senegal,NA,NA,Louga,Louga,Linguere,Linguere
Senegal,Senegal,NA,NA,Louga,Louga,Louga,Louga
Senegal,Senegal,NA,NA,Kaffrine,Kaffrine,Malem Hodar,Malem Hodar
Senegal,Senegal,NA,NA,Matam,Matam,Matam,Matam
Senegal,Senegal,NA,NA,Diourbel,Diourbel,MBacke,Mbacke
Senegal,Senegal,NA,NA,Kolda,Kolda,Medina Yoro Foulah,Medina Yoro Foulah
Senegal,Senegal,NA,NA,Kaolack,Kaolack,Nioro du Rip,Nioro Du Rip
Senegal,Senegal,NA,NA,Saint Louis,Saint Louis,Podor,Podor
Senegal,Senegal,NA,NA,Matam,Matam,Ranerou,Ranerou
Senegal,Senegal,NA,NA,Dakar,Dakar,Rufisque,Rufisque
Senegal,Senegal,NA,NA,Saint Louis,Saint Louis,Saint Louis,Saint Louis
Senegal,Senegal,NA,NA,Kedougou,Kedougou,Salemata,Salemata
Senegal,Senegal,NA,NA,Kedougou,Kedougou,Saraya,Saraya
Senegal,Senegal,NA,NA,Kolda,Kolda,Velingara,Velingara
Senegal,Senegal,NA,NA,Tambacounda,Tambacounda,Bakel,Bakel
Senegal,Senegal,NA,NA,Ziguinchor,Ziguinchor,Bignona,Bignona
Senegal,Senegal,NA,NA,Sedhiou,Sedhiou,Bounkiling,Bounkiling
Senegal,Senegal,NA,NA,Tambacounda,Tambacounda,Goudiry,Goudiry
Senegal,Senegal,NA,NA,Sedhiou,Sedhiou,Goudomp,Goudomp
Senegal,Senegal,NA,NA,Tambacounda,Tambacounda,Koumpentoum,Koumpentoum
Senegal,Senegal,NA,NA,Thies,Thies,Mbour,Mbour
Senegal,Senegal,NA,NA,Ziguinchor,Ziguinchor,Oussouye,Oussouye
Senegal,Senegal,NA,NA,Sedhiou,Sedhiou,Sedhiou,Sedhiou
Senegal,Senegal,NA,NA,Tambacounda,Tambacounda,Tambacounda,Tambacounda
Senegal,Senegal,NA,NA,Thies,Thies,Thies,Thies
Senegal,Senegal,NA,NA,Thies,Thies,Tivaouane,Tivaouane
Senegal,Senegal,NA,NA,Ziguinchor,Ziguinchor,Ziguinchor,Ziguinchor
Senegal,Senegal,NA,NA,Kedougou,Kedougou,kedougou,Kedougou
Senegal,Senegal,NA,NA,Kedougou,Kedougou,salemata,Salemata
Senegal,Senegal,NA,NA,Sedhiou,Sedhiou,bounkiling,Bounkiling
Senegal,Senegal,NA,NA,Sedhiou,Sedhiou,goudomp,Goudomp
Senegal,Senegal,NA,NA,Sedhiou,Sedhiou,sedhiou,Sedhiou
Senegal,Senegal,NA,NA,Ziguinchor,Ziguinchor,bignona,Bignona
Senegal,Senegal,NA,NA,Ziguinchor,Ziguinchor,oussouye,Oussouye
Senegal,Senegal,NA,NA,Ziguinchor,Ziguinchor,ziguinchor,Ziguinchor
Senegal,Senegal,NA,NA,Kolda,Kolda,VELINGARA,Velingara
Sierra Leone,Sierra Leone,NA,NA,Eastern,Eastern,Kailahun,Kailahun
Sierra Leone,Sierra Leone,NA,NA,Eastern,Eastern,Kenema,Kenema
Sierra Leone,Sierra Leone,NA,NA,Eastern,Eastern,Kono,Kono
Sierra Leone,Sierra Leone,NA,NA,Northern,Northern,Bombali,Bombali
Sierra Leone,Sierra Leone,NA,NA,Northern,Northern,Kambia,Kambia
Sierra Leone,Sierra Leone,NA,NA,Northern,Northern,Koinadugu,Koinadugu
Sierra Leone,Sierra Leone,NA,NA,Northern,Northern,Port Loko,Port Loko
Sierra Leone,Sierra Leone,NA,NA,Northern,Northern,Tonkolili,Tonkolili
Sierra Leone,Sierra Leone,NA,NA,Southern,Southern,Bo,Bo
Sierra Leone,Sierra Leone,NA,NA,Southern,Southern,Bonthe,Bonthe
Sierra Leone,Sierra Leone,NA,NA,Southern,Southern,Moyamba,Moyamba
Sierra Leone,Sierra Leone,NA,NA,Southern,Southern,Pujehun,Pujehun
Sierra Leone,Sierra Leone,NA,NA,Western Area,Western Area,Western Area Rur,Western Area Rur
Sierra Leone,Sierra Leone,NA,NA,Western Area,Western Area,Western Area Urb,Western Area Urb
Sierra Leone,Sierra Leone,NA,NA,Eastern Province,Eastern Province,Kailahun,Kailahun
Sierra Leone,Sierra Leone,NA,NA,Eastern Province,Eastern Province,Kenema,Kenema
Sierra Leone,Sierra Leone,NA,NA,Eastern Province,Eastern Province,Kono,Kono
Sierra Leone,Sierra Leone,NA,NA,Southern Province,Southern Province,Bo,Bo
Sierra Leone,Sierra Leone,NA,NA,Southern Province,Southern Province,Bonthe,Bonthe
Sierra Leone,Sierra Leone,NA,NA,Southern Province,Southern Province,Moyamba,Moyamba
Sierra Leone,Sierra Leone,NA,NA,Southern Province,Southern Province,Pujehun,Pujehun
Sierra Leone,Sierra Leone,NA,NA,Northern Province,Northern Province,Bombali,Bombali
Sierra Leone,Sierra Leone,NA,NA,Northern Province,Northern Province,Koinadugu,Koinadugu
Sierra Leone,Sierra Leone,NA,NA,Northern Province,Northern Province,Port Loko,Port Loko
